Suburb,Postcode,Lat,Lng,Domain_id,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,auctionNumberWithdrawn,daysOnMarket,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
Jil Jil,3483,-35.9221523,142.8312661,20047,,,,,,,,,,,,,,,,
Jilpanger,3409,-36.8127092,141.8100218,47957,,,,,,,,,,,,,,,,
Jindivick,3818,-38.1155251,145.8690603,20067,,,,,,,,,,,,,,,,
Joel Joel,3384,-36.9882754,143.0888943,63857,,,,,,,,,,,,,,,,
Joel South,3384,-36.9882754,143.0888943,63867,,,,,,,,,,,,,,,,
Johanna,3238,-38.7443167,143.4122052,20107,,,,,,,,,,,,,,,,
Johnsonville,3902,-37.8149759,147.8140428,20117,,,,,,,,,,,,,,,,
Jumbuk,3869,-38.3637637,146.3712327,20167,,,,,,,,,,,,,,,,
Jumbunna,3951,-38.5195374,145.7356129,20177,,,,,,,,,,,,,,,,
Junction Village,3977,-38.1347885,145.2811778,20197,,,,,,,,,,,,,,,,
Jungaburra,3575,-36.0765288,144.1283863,20227,,,,,,,,,,,,,,,,
Kaarimba,3635,-36.1592629,145.3364703,20267,,,,,,,,,,,,,,,,
Kadnook,3318,-37.0613621,141.3050851,20277,,,,,,,,,,,,,,,,
Kalimna,3909,-37.8136883,148.0299382,20287,,,,,,,,,,,,,,,,
Kalimna West,3909,-37.8136883,148.0299382,20297,,,,,,,,,,,,,,,,
Kalkallo,3064,-37.5424079,144.9391595,20307,,,,,,,,,,,,,,,,
Kallista,3791,-37.9051015,145.4111713,20337,,,,,,,,,,,,,,,,
Kalorama,3766,-37.8194936,145.3862638,20347,,,,,,,,,,,,,,,,
Kalpienung,3529,-35.845391,143.1965079,20357,,,,,,,,,,,,,,,,
Kamarooka,3570,-36.469814,144.3904526,20367,,,,,,,,,,,,,,,,
Kamarooka North,3571,-36.3797092,144.1283863,20387,,,,,,,,,,,,,,,,
Kangaroo Flat,3555,-36.808032,144.2483931,20447,,,,,,,,,,,,,,,,
Kangaroo Ground,3097,-37.6897828,145.2369693,20467,,,,,,,,,,,,,,,,
Kaniva,3419,-36.3672353,141.2213044,20527,,,,,,,,,,,,,,,,
Kanumbra,3719,-37.0473079,145.6023644,20537,,,,,,,,,,,,,,,,
Kanya,3387,-36.8204775,142.8312661,63877,,,,,,,,,,,,,,,,
Kanyapella,3564,-36.1149809,144.6314321,20557,,,,,,,,,,,,,,,,
Karabeal,3294,-37.6658132,142.318772,20577,,,,,,,,,,,,,,,,
Kardella,3951,-38.5195374,145.7356129,20607,,,,,,,,,,,,,,,,
Kardella South,3950,-38.4372473,145.8245558,20617,,,,,,,,,,,,,,,,
Karyrie,3483,-35.9221523,142.8312661,20697,,,,,,,,,,,,,,,,
Katamatite,3649,-36.0834857,145.6911745,20707,,,,,,,,,,,,,,,,
Katamatite East,3649,-36.0834857,145.6911745,20717,,,,,,,,,,,,,,,,
Katandra,3634,-36.2266803,145.4250118,20727,,,,,,,,,,,,,,,,
Katandra West,3634,-36.2266803,145.4250118,20737,,,,,,,,,,,,,,,,
Katunga,3640,-36.0111562,145.4693163,20777,,,,,,,,,,,,,,,,
Kealba,3021,-37.7435941,144.8016402,20817,,,,,,,,,,,,,,,,
Keely,3568,-35.8021206,144.215646,20837,,,,,,,,,,,,,,,,
Keilor,3036,-37.6912843,144.8126334,20857,,,,,,,,,,,,,,,,
Keilor Downs,3038,-37.7024727,144.7906484,20887,,,,,,,,,,,,,,,,
Keilor East,3033,-37.7343192,144.8566207,20897,,,,,,,,,,,,,,,,
Keilor Lodge,3038,-37.7024727,144.7906484,20917,,,,,,,,,,,,,,,,
Keilor North,3036,-37.6912843,144.8126334,20927,,,,,,,,,,,,,,,,
Keilor Park,3042,-37.7245197,144.8758725,20957,,,,,,,,,,,,,,,,
Kellalac,3393,-36.2167744,142.4039296,20967,,,,,,,,,,,,,,,,
Kelvin View,3666,-36.7549385,145.5801757,20977,,,,,,,,,,,,,,,,
Kenley,3597,-34.9071543,143.1749726,20987,,,,,,,,,,,,,,,,
Kenmare,3395,-35.9172982,142.4039296,20997,,,,,,,,,,,,,,,,
Kennedys Creek,3239,-38.5619202,143.4122052,21007,,,,,,,,,,,,,,,,
Kennett River,3234,-38.6077436,143.8454596,104347,,,,,,,,,,,,,,,,
Kensington,3031,-37.790896,144.9198932,21037,,,,,,,,,,,,,,,,
Kergunyah South,3691,-36.2373927,146.9661233,21077,,,,,,,,,,,,,,,,
Kernot,3979,-38.4509941,145.6134608,21087,,,,,,,,,,,,,,,,
Kerrie,3434,-37.3550485,144.7192376,21097,,,,,,,,,,,,,,,,
Kerrisdale,3660,-37.0435482,145.2480193,21107,,,,,,,,,,,,,,,,
Kew,3101,-37.803516,145.0328017,21137,,,,,,,,,,,,,,,,
Kew East,3102,-37.7922797,145.0548502,21167,,,,,,,,,,,,,,,,
Kewell,3390,-36.6209737,142.4891909,21187,,,,,,,,,,,,,,,,
Keysborough,3173,-38.0042683,145.1706992,21197,,,,,,,,,,,,,,,,
Kialla,3631,-36.4324574,145.4693163,21237,,,,,,,,,,,,,,,,
Kialla East,3631,-36.4324574,145.4693163,21247,,,,,,,,,,,,,,,,
Kialla West,3631,-36.4324574,145.4693163,21287,,,,,,,,,,,,,,,,
Kilcunda,3995,-38.6238593,145.6023644,21337,,,,,,,,,,,,,,,,
Killara,3691,-36.2373927,146.9661233,47967,,,,,,,,,,,,,,,,
Killarney,3283,-38.2179522,142.2337184,21397,,,,,,,,,,,,,,,,
Killingworth,3717,-37.3030137,145.402868,21417,,,,,,,,,,,,,,,,
Kilmore,3764,-37.2531649,144.9171412,21447,,,,,,,,,,,,,,,,
Kilmore East,3764,-37.2531649,144.9171412,21477,,,,,,,,,,,,,,,,
Kilsyth,3137,-37.8253798,145.3198788,21497,,,,,,,,,,,,,,,,
Kilsyth South,3137,-37.8253798,145.3198788,21527,,,,,,,,,,,,,,,,
Kinglake,3763,-37.5087273,145.3696628,21587,,,,,,,,,,,,,,,,
Kinglake Central,3757,-37.4666309,145.1596592,21597,,,,,,,,,,,,,,,,
Kinglake West,3757,-37.4666309,145.1596592,21617,,,,,,,,,,,,,,,,
Kingower,3517,-36.515547,143.8671868,21637,,,,,,,,,,,,,,,,
Kings Park,3021,-37.7435941,144.8016402,21657,,,,,,,,,,,,,,,,
Kingsbury,3083,-37.6987006,145.0548502,21677,,,,,,,,,,,,,,,,
Kingsville,3012,-37.8146251,144.8456217,21717,,,,,,,,,,,,,,,,
Kinnabulla,3483,-35.9221523,142.8312661,21757,,,,,,,,,,,,,,,,
Kinypanial,3520,-36.3588489,143.7694626,21777,,,,,,,,,,,,,,,,
Kirkstall,3283,-38.2179522,142.2337184,21787,,,,,,,,,,,,,,,,
Kirwans Bridge,3608,-36.7719697,145.1155133,21797,,,,,,,,,,,,,,,,
Kithbrook,3666,-36.7549385,145.5801757,21807,,,,,,,,,,,,,,,,
Knebsworth,3286,-38.0490245,141.9791849,21817,,,,,,,,,,,,,,,,
Knowsley,3523,-36.8919051,144.7412036,21827,,,,,,,,,,,,,,,,
Knoxfield,3180,-37.8887649,145.250782,21867,,,,,,,,,,,,,,,,
Koallah,3260,-38.1491105,143.1319209,21877,,,,,,,,,,,,,,,,
Koetong,3704,-36.1192035,147.5306312,21897,,,,,,,,,,,,,,,,
Kongwak,3951,-38.5195374,145.7356129,21927,,,,,,,,,,,,,,,,
Konongwootong,3315,-37.4420537,141.7255991,21937,,,,,,,,,,,,,,,,
Koo Wee Rup,3981,-38.1825837,145.5912693,21947,,,,,,,,,,,,,,,,
Koo Wee Rup North,3981,-38.1825837,145.5912693,21957,,,,,,,,,,,,,,,,
Kooloonong,3597,-34.9071543,143.1749726,21987,,,,,,,,,,,,,,,,
Koonda,3669,-36.6078959,145.7133909,21997,,,,,,,,,,,,,,,,
Koondrook,3580,-35.6445701,144.1174856,22007,,,,,,,,,,,,,,,,
Koonwarra,3954,-38.5615123,145.9469958,22027,,,,,,,,,,,,,,,,
Koorlong,3501,-34.678204,142.318772,22057,,,,,,,,,,,,,,,,
Kooroocheang,3364,-37.3708363,143.9541563,22077,,,,,,,,,,,,,,,,
Koorooman,3953,-38.4586497,146.002705,22087,,,,,,,,,,,,,,,,
Kooyong,3144,-37.8535148,145.0355574,22117,,,,,,,,,,,,,,,,
Koriella,3714,-37.1872994,145.6245586,22127,,,,,,,,,,,,,,,,
Korobeit,3341,-37.5934691,144.3248554,22137,,,,,,,,,,,,,,,,
Koroit,3282,-38.2971689,142.3719834,22147,,,,,,,,,,,,,,,,
Korong Vale,3520,-36.3588489,143.7694626,22157,,,,,,,,,,,,,,,,
Koroop,3579,-35.7583662,143.8671868,22167,,,,,,,,,,,,,,,,
Korumburra,3950,-38.4372473,145.8245558,22187,,,,,,,,,,,,,,,,
Korumburra South,3950,-38.4372473,145.8245558,22197,,,,,,,,,,,,,,,,
Kotta,3565,-36.186252,144.5327632,22217,,,,,,,,,,,,,,,,
Kotupna,3638,-36.0388917,145.2038278,22227,,,,,,,,,,,,,,,,
Koyuga,3622,-36.2037168,144.8951287,22237,,,,,,,,,,,,,,,,
Krowera,3945,-38.3930465,145.6911745,22257,,,,,,,,,,,,,,,,
Kulwin,3490,-35.3571245,141.5991643,47977,,,,,,,,,,,,,,,,
Kurraca,3518,-36.424265,143.6068646,22287,,,,,,,,,,,,,,,,
Kurraca West,3518,-36.424265,143.6068646,22297,,,,,,,,,,,,,,,,
Kurting,3517,-36.515547,143.8671868,22317,,,,,,,,,,,,,,,,
Kurunjang,3337,-37.6095412,144.5875645,22327,,,,,,,,,,,,,,,,
Kyabram,3620,-36.2508546,145.093449,22367,,,,,,,,,,,,,,,,
Kyabram South,3620,-36.2508546,145.093449,22377,,,,,,,,,,,,,,,,
Kyvalley,3621,-36.2331845,144.9832134,48507,,,,,,,,,,,,,,,,
Laanecoorie,3463,-36.9483008,143.9759139,22427,,,,,,,,,,,,,,,,
Laang,3265,-38.2633053,142.7455935,22447,,,,,,,,,,,,,,,,
Labertouche,3816,-38.086187,145.7800733,22457,,,,,,,,,,,,,,,,
Ladys Pass,3523,-36.8919051,144.7412036,22487,,,,,,,,,,,,,,,,
Laen East,3480,-36.3286415,142.9170407,22507,,,,,,,,,,,,,,,,
Lah,3393,-36.2167744,142.4039296,22527,,,,,,,,,,,,,,,,
Lake Boga,3584,-35.4661938,143.6285244,22567,,,,,,,,,,,,,,,,
Lake Bolac,3351,-37.6978029,143.0029169,22577,,,,,,,,,,,,,,,,
Lake Bunga,3909,-37.8136883,148.0299382,22587,,,,,,,,,,,,,,,,
Lake Charm,3581,-35.6026039,143.8020236,22607,,,,,,,,,,,,,,,,
Lake Condah,3303,-37.9603082,141.5570726,22617,,,,,,,,,,,,,,,,
Lake Eildon,3713,-37.3038068,145.9804173,22627,,,,,,,,,,,,,,,,
Lake Gardens,3355,-37.5089149,143.7911684,22677,,,,,,,,,,,,,,,,
Lake Goldsmith,3373,-37.4528631,143.3474304,22687,,,,,,,,,,,,,,,,
Lake Lonsdale,3381,-37.1716807,142.5745556,22707,,,,,,,,,,,,,,,,
Lake Marmal,3525,-36.2125211,143.4338092,22727,,,,,,,,,,,,,,,,
Lake Powell,3597,-34.9071543,143.1749726,22787,,,,,,,,,,,,,,,,
Lake Rowan,3727,-36.2467001,145.958135,22797,,,,,,,,,,,,,,,,
Lake Tyers,3887,-37.6989476,148.0299382,22807,,,,,,,,,,,,,,,,
Lake Tyers Beach,3909,-37.8136883,148.0299382,22827,,,,,,,,,,,,,,,,
Lake Tyrrell,3533,-35.3404178,142.7884171,51867,,,,,,,,,,,,,,,,
Lake Wellington,3851,-38.2064012,147.1464245,52197,,,,,,,,,,,,,,,,
Lake Wongan,3373,-37.4528631,143.3474304,22887,,,,,,,,,,,,,,,,
Lakes Entrance,3909,-37.8136883,148.0299382,22907,,,,,,,,,,,,,,,,
Lalbert,3542,-35.6565961,143.4122052,22927,,,,,,,,,,,,,,,,
Lalor,3075,-37.6650543,145.0107588,22937,,,,,,,,,,,,,,,,
Lamplough,3352,-37.7122033,143.8671868,22957,,,,,,,,,,,,,,,,
Lancaster,3620,-36.2508546,145.093449,22977,,,,,,,,,,,,,,,,
Lance Creek,3995,-38.6238593,145.6023644,22987,,,,,,,,,,,,,,,,
Lancefield,3435,-37.2423687,144.7192376,22997,,,,,,,,,,,,,,,,
Landsborough,3384,-36.9882754,143.0888943,23007,,,,,,,,,,,,,,,,
Landsborough West,3384,-36.9882754,143.0888943,23017,,,,,,,,,,,,,,,,
Lang Lang,3984,-38.3114378,145.5579927,23027,,,,,,,,,,,,,,,,
Langdons Hill,3363,-37.409312,143.8780526,23047,,,,,,,,,,,,,,,,
Langi Logan,3377,-37.2971613,142.9170407,23077,,,,,,,,,,,,,,,,
Langkoop,3318,-37.0613621,141.3050851,23097,,,,,,,,,,,,,,,,
Langley,3444,-37.1335012,144.5656396,23107,,,,,,,,,,,,,,,,
Langwarrin,3910,-38.1608986,145.1927835,23137,,,,,,,,,,,,,,,,
Langwarrin South,3911,-38.1972006,145.1762197,23177,,,,,,,,,,,,,,,,
Lara,3212,-38.0110859,144.4561033,23187,,,,,,,,,,,,,,,,
Lardner,3821,-38.0844084,146.002705,23207,,,,,,,,,,,,,,,,
Larpent,3249,-38.36853,143.4338092,23217,,,,,,,,,,,,,,,,
Larralea,3325,-37.9076784,143.1749726,23227,,,,,,,,,,,,,,,,
Lascelles,3487,-35.5546022,142.5959129,23237,,,,,,,,,,,,,,,,
Launching Place,3139,-37.8251456,145.5579927,23247,,,,,,,,,,,,,,,,
Lavers Hill,3238,-38.7443167,143.4122052,23277,,,,,,,,,,,,,,,,
Laverton,3028,-37.8760399,144.7796581,23307,,,,,,,,,,,,,,,,
Laverton North,3026,-37.8294185,144.7796581,23327,,,,,,,,,,,,,,,,
Leaghur,3537,-36.0772722,143.6935405,23397,,,,,,,,,,,,,,,,
Ledcourt,3385,-36.9066682,142.6600232,23417,,,,,,,,,,,,,,,,
Leichardt,3516,-36.6251143,144.0194472,23427,,,,,,,,,,,,,,,,
Leitchville,3567,-35.9048344,144.2374759,23447,,,,,,,,,,,,,,,,
Leneva,3691,-36.2373927,146.9661233,23477,,,,,,,,,,,,,,,,
Leongatha,3953,-38.4586497,146.002705,23497,,,,,,,,,,,,,,,,
Leopold,3224,-38.1833957,144.4451578,23537,,,,,,,,,,,,,,,,
Lerderderg,3458,-37.459275,144.3685809,23547,,,,,,,,,,,,,,,,
Lethbridge,3332,-37.9633341,144.1065864,23587,,,,,,,,,,,,,,,,
Lillico,3820,-38.1692482,145.9469958,23657,,,,,,,,,,,,,,,,
Lillicur,3371,-37.2153546,143.6718623,23667,,,,,,,,,,,,,,,,
Lillimur,3420,-36.0603124,141.095836,23697,,,,,,,,,,,,,,,,
Lilliput,3682,-36.1723841,146.4495924,23717,,,,,,,,,,,,,,,,
Lilydale,3140,-37.7643547,145.3475331,23747,,,,,,,,,,,,,,,,
Lima,3673,-36.675664,146.1588712,23787,,,,,,,,,,,,,,,,
Lima East,3673,-36.675664,146.1588712,23807,,,,,,,,,,,,,,,,
Lima South,3673,-36.675664,146.1588712,23817,,,,,,,,,,,,,,,,
Limestone,3717,-37.3030137,145.402868,23827,,,,,,,,,,,,,,,,
Lindenow,3865,-37.7994292,147.468383,23837,,,,,,,,,,,,,,,,
Lindsay Point,3496,-34.3907124,141.4309582,47987,,,,,,,,,,,,,,,,
Linga,3509,-35.1414078,141.7255991,23937,,,,,,,,,,,,,,,,
Linton,3360,-37.7370214,143.5202874,23947,,,,,,,,,,,,,,,,
Liparoo,3549,-34.7552395,142.7455935,23957,,,,,,,,,,,,,,,,
Lismore,3324,-37.8964298,143.3474304,23967,,,,,,,,,,,,,,,,
Litchfield,3480,-36.3286415,142.9170407,23977,,,,,,,,,,,,,,,,
Little Hampton,3458,-37.459275,144.3685809,24017,,,,,,,,,,,,,,,,
Little River,3211,-37.9368044,144.4561033,24027,,,,,,,,,,,,,,,,
Llanelly,3551,-36.8021738,144.4779988,24057,,,,,,,,,,,,,,,,
Llowalong,3862,-37.4228208,147.1915504,24077,,,,,,,,,,,,,,,,
Loch,3945,-38.3930465,145.6911745,24087,,,,,,,,,,,,,,,,
Loch Valley,3833,-37.7865626,146.0696009,24117,,,,,,,,,,,,,,,,
Lockington,3563,-36.2606223,144.4999001,24137,,,,,,,,,,,,,,,,
Locksley,3665,-36.8222633,145.3807298,24147,,,,,,,,,,,,,,,,
Loddon Vale,3575,-36.0765288,144.1283863,24207,,,,,,,,,,,,,,,,
Logan,3475,-36.6942531,143.5202874,24227,,,,,,,,,,,,,,,,
Long Forest,3340,-37.7356162,144.4123303,24247,,,,,,,,,,,,,,,,
Long Gully,3550,-36.7665875,144.2920769,24257,,,,,,,,,,,,,,,,
Longwarry,3816,-38.086187,145.7800733,24327,,,,,,,,,,,,,,,,
Longwarry North,3816,-38.086187,145.7800733,24337,,,,,,,,,,,,,,,,
Longwood,3665,-36.8222633,145.3807298,24347,,,,,,,,,,,,,,,,
Lorne,3232,-38.528668,143.9324048,24367,,,,,,,,,,,,,,,,
Lovely Banks,3213,-37.9873525,144.2811537,104367,,,,,,,,,,,,,,,,
Lower Moira,3639,-35.9921604,145.005249,24427,,,,,,,,,,,,,,,,
Lower Plenty,3093,-37.7393287,145.112755,24457,,,,,,,,,,,,,,,,
Loy Yang,3844,-38.2728501,146.5840737,24477,,,,,,,,,,,,,,,,
Lubeck,3385,-36.9066682,142.6600232,63897,,,,,,,,,,,,,,,,
Lucas,3350,-37.5691087,143.8563224,144637,,,,,,,,,,,,,,,,
Lucknow,3875,-37.6874281,147.5532762,24497,,,,,,,,,,,,,,,,
Lurg,3673,-36.675664,146.1588712,24517,,,,,,,,,,,,,,,,
Lynbrook,3975,-38.0704681,145.2424941,24557,,,,,,,,,,,,,,,,
Lyndhurst,3975,-38.0704681,145.2424941,24577,,,,,,,,,,,,,,,,
Lyons,3304,-37.9678788,141.3889736,24587,,,,,,,,,,,,,,,,
Lyonville,3461,-37.286475,144.1938221,24597,,,,,,,,,,,,,,,,
Lysterfield,3156,-37.9368007,145.3032906,24607,,,,,,,,,,,,,,,,
Lysterfield South,3156,-37.9368007,145.3032906,24617,,,,,,,,,,,,,,,,
MacArthur,3286,-38.0490245,141.9791849,24637,,,,,,,,,,,,,,,,
Macclesfield,3782,-37.9137981,145.4582381,24647,,,,,,,,,,,,,,,,
Macedon,3440,-37.4205517,144.5546793,24657,,,,,,,,,,,,,,,,
Macks Creek,3971,-38.5613687,146.6065057,24677,,,,,,,,,,,,,,,,
Macleod,3085,-37.7248812,145.0769045,24687,,,,,,,,,,,,,,,,
Macorna North,3568,-35.8021206,144.215646,24737,,,,,,,,,,,,,,,,
Maddingley,3340,-37.7356162,144.4123303,24767,,,,,,,,,,,,,,,,
Mafeking,3379,-37.5195066,142.6172766,24777,,,,,,,,,,,,,,,,
Maffra,3860,-37.6951451,146.9661233,24807,,,,,,,,,,,,,,,,
Maffra West Upper,3859,-37.920365,146.8985944,24827,,,,,,,,,,,,,,,,
Magpie,3352,-37.7122033,143.8671868,24847,,,,,,,,,,,,,,,,
Maidstone,3012,-37.8146251,144.8456217,24877,,,,,,,,,,,,,,,,
Mailors Flat,3275,-38.2901504,142.4625357,24897,,,,,,,,,,,,,,,,
Main Ridge,3928,-38.4018779,144.9721978,24937,,,,,,,,,,,,,,,,
Maintongoon,3714,-37.1872994,145.6245586,24977,,,,,,,,,,,,,,,,
Major Plains,3725,-36.4002774,145.958135,24987,,,,,,,,,,,,,,,,
Maldon,3463,-36.9483008,143.9759139,25007,,,,,,,,,,,,,,,,
Mallacoota,3892,-37.5130708,149.7718067,25017,,,,,,,,,,,,,,,,
Malmsbury,3446,-37.1840298,144.3576473,25037,,,,,,,,,,,,,,,,
Malvern,3144,-37.8535148,145.0355574,25047,,,,,,,,,,,,,,,,
Malvern East,3145,-37.8763981,145.0548502,25077,,,,,,,,,,,,,,,,
Mambourin,3024,-37.8706337,144.5875645,25107,,,,,,,,,,,,,,,,
Manangatang,3546,-35.0979662,142.9599661,25117,,,,,,,,,,,,,,,,
Mandurang,3551,-36.8021738,144.4779988,25137,,,,,,,,,,,,,,,,
Mangalore,3663,-36.9383316,145.1596592,25167,,,,,,,,,,,,,,,,
Manifold Heights,3218,-38.1180538,144.2047333,25177,,,,,,,,,,,,,,,,
Mannerim,3222,-38.2049453,144.5875645,25187,,,,,,,,,,,,,,,,
Mannibadar,3360,-37.7370214,143.5202874,25197,,,,,,,,,,,,,,,,
Manorina,3889,-37.609984,148.8289611,25217,,,,,,,,,,,,,,,,
Mansfield,3722,-37.0313019,146.1365456,25237,,,,,,,,,,,,,,,,
Maramingo Creek,3891,-37.5126059,149.5642369,25257,,,,,,,,,,,,,,,,
Marcus Hill,3222,-38.2049453,144.5875645,25267,,,,,,,,,,,,,,,,
Mardan,3953,-38.4586497,146.002705,25277,,,,,,,,,,,,,,,,
Marengo,3233,-38.7494709,143.6285244,25297,,,,,,,,,,,,,,,,
Maribyrnong,3032,-37.7773364,144.9006313,25307,,,,,,,,,,,,,,,,
Marionvale,3634,-36.2266803,145.4250118,25317,,,,,,,,,,,,,,,,
Marlbed,3483,-35.9221523,142.8312661,25347,,,,,,,,,,,,,,,,
Marnoo,3387,-36.8204775,142.8312661,25387,,,,,,,,,,,,,,,,
Marnoo West,3387,-36.8204775,142.8312661,25417,,,,,,,,,,,,,,,,
Marong,3515,-36.8284445,144.0630048,25427,,,,,,,,,,,,,,,,
Marraweeney,3669,-36.6078959,145.7133909,25457,,,,,,,,,,,,,,,,
Marshall,3216,-38.1747227,144.3139277,25477,,,,,,,,,,,,,,,,
Marungi,3634,-36.2266803,145.4250118,25487,,,,,,,,,,,,,,,,
Maryborough,3465,-37.0550295,143.6935405,25497,,,,,,,,,,,,,,,,
Maryknoll,3812,-38.0817495,145.5690835,25507,,,,,,,,,,,,,,,,
Marysville,3779,-37.6356131,146.0696009,25517,,,,,,,,,,,,,,,,
Maryvale,3840,-38.2671612,146.4495924,25527,,,,,,,,,,,,,,,,
Massey,3482,-36.1476587,142.8312661,25537,,,,,,,,,,,,,,,,
Maude,3331,-37.9939081,144.1938221,25557,,,,,,,,,,,,,,,,
McCrae,3938,-38.3562816,144.9336544,25587,,,,,,,,,,,,,,,,
McIntyre,3472,-36.8747643,143.6068646,25607,,,,,,,,,,,,,,,,
McKenzie Hill,3451,-37.0991896,144.1938221,25647,,,,,,,,,,,,,,,,
McKinnon,3204,-37.9193526,145.0438252,25657,,,,,,,,,,,,,,,,
Mcloughlins Beach,3874,-38.5234965,146.8985944,25667,,,,,,,,,,,,,,,,
Mcmahons Creek,3799,-37.6990844,145.8023118,25677,,,,,,,,,,,,,,,,
McMillans,3568,-35.8021206,144.215646,25687,,,,,,,,,,,,,,,,
Mead,3568,-35.8021206,144.215646,25697,,,,,,,,,,,,,,,,
Meadow Heights,3048,-37.6539007,144.9226452,25717,,,,,,,,,,,,,,,,
Meatian,3585,-35.4094202,143.5202874,25727,,,,,,,,,,,,,,,,
Meeniyan,3956,-38.675332,145.8690603,25747,,,,,,,,,,,,,,,,
Meering West,3579,-35.7583662,143.8671868,25767,,,,,,,,,,,,,,,,
Meerlieu,3862,-37.4228208,147.1915504,25787,,,,,,,,,,,,,,,,
Melbourne,3000,-37.8152065,144.963937,25807,,,,,,,,,,,,,,,,
Melbourne,3004,-37.8301583,144.9804594,25807,,,,,,,,,,,,,,,,
Melbourne Airport,3045,-37.6679317,144.8401227,25907,,,,,,,,,,,,,,,,
Melton,3337,-37.6095412,144.5875645,25957,,,,,,,,,,,,,,,,
Melton South,3338,-37.7810237,144.5437205,25997,,,,,,,,,,,,,,,,
Melton West,3337,-37.6095412,144.5875645,26007,,,,,,,,,,,,,,,,
Melwood,3875,-37.6874281,147.5532762,26047,,,,,,,,,,,,,,,,
Mentone,3194,-37.9786189,145.0741474,26087,,,,,,,,,,,,,,,,
Menzies Creek,3159,-37.9225135,145.3862638,26107,,,,,,,,,,,,,,,,
Mepunga,3277,-38.4034955,142.6814062,26117,,,,,,,,,,,,,,,,
Mepunga East,3277,-38.4034955,142.6814062,26127,,,,,,,,,,,,,,,,
Mepunga West,3277,-38.4034955,142.6814062,26137,,,,,,,,,,,,,,,,
Merbein,3505,-34.189156,141.8100218,26157,,,,,,,,,,,,,,,,
Merbein South,3505,-34.189156,141.8100218,26167,,,,,,,,,,,,,,,,
Merbein West,3505,-34.189156,141.8100218,26177,,,,,,,,,,,,,,,,
Meredith,3333,-37.8585983,144.0194472,26187,,,,,,,,,,,,,,,,
Meringur,3496,-34.3907124,141.4309582,26207,,,,,,,,,,,,,,,,
Merino,3310,-37.7322539,141.5781151,26217,,,,,,,,,,,,,,,,
Mernda,3754,-37.5963626,145.1265477,26237,,,,,,,,,,,,,,,,
Merriang,3737,-36.8466834,146.6962857,26247,,,,,,,,,,,,,,,,
Merricks,3916,-38.4161358,145.0548502,26267,,,,,,,,,,,,,,,,
Merricks Beach,3926,-38.3541527,145.1044805,26297,,,,,,,,,,,,,,,,
Merricks North,3926,-38.3541527,145.1044805,26317,,,,,,,,,,,,,,,,
Merrigum,3618,-36.3624013,145.1706992,26337,,,,,,,,,,,,,,,,
Merrijig,3875,-37.6874281,147.5532762,26367,,,,,,,,,,,,,,,,
Merrimu,3340,-37.7356162,144.4123303,26387,,,,,,,,,,,,,,,,
Merrinee,3496,-34.3907124,141.4309582,26397,,,,,,,,,,,,,,,,
Merton,3715,-36.9771194,145.7356129,26407,,,,,,,,,,,,,,,,
Metcalfe,3448,-37.0470063,144.3685809,26427,,,,,,,,,,,,,,,,
Metcalfe East,3444,-37.1335012,144.5656396,26437,,,,,,,,,,,,,,,,
Metung,3904,-37.8600459,147.8367484,26457,,,,,,,,,,,,,,,,
Mickleham,3064,-37.5424079,144.9391595,26487,,,,,,,,,,,,,,,,
Middle Creek,3375,-37.390738,143.1749726,26497,,,,,,,,,,,,,,,,
Middle Park,3206,-37.8460268,144.9584302,26507,,,,,,,,,,,,,,,,
Middle Tarwin,3956,-38.675332,145.8690603,26517,,,,,,,,,,,,,,,,
Miepoll,3666,-36.7549385,145.5801757,26527,,,,,,,,,,,,,,,,
Miga Lake,3409,-36.8127092,141.8100218,26537,,,,,,,,,,,,,,,,
Mildura,3500,-34.2151229,142.1169401,26567,,,,,,,,,,,,,,,,
Mill Park,3082,-37.6649616,145.0658766,26637,,,,,,,,,,,,,,,,
Millgrove,3799,-37.6990844,145.8023118,26667,,,,,,,,,,,,,,,,
Milloo,3572,-36.3147326,144.3248554,26677,,,,,,,,,,,,,,,,
Mincha,3575,-36.0765288,144.1283863,26727,,,,,,,,,,,,,,,,
Mincha West,3568,-35.8021206,144.215646,26737,,,,,,,,,,,,,,,,
Mingay,3324,-37.8964298,143.3474304,26767,,,,,,,,,,,,,,,,
Minhamite,3287,-38.0416972,142.2974988,26777,,,,,,,,,,,,,,,,
Minimay,3413,-36.7355842,141.2213044,26797,,,,,,,,,,,,,,,,
Minjah,3276,-38.0951382,142.4891909,26817,,,,,,,,,,,,,,,,
Minmindie,3537,-36.0772722,143.6935405,26837,,,,,,,,,,,,,,,,
Minyip,3392,-36.4286658,142.5745556,26857,,,,,,,,,,,,,,,,
Miowera,3862,-37.4228208,147.1915504,26877,,,,,,,,,,,,,,,,
Miralie,3596,-35.1548064,143.2827118,52177,,,,,,,,,,,,,,,,
Miram,3415,-36.3811882,141.3784817,26887,,,,,,,,,,,,,,,,
Mirboo,3871,-38.4049813,146.1812023,26897,,,,,,,,,,,,,,,,
