Suburb,Postcode,Lat,Lng,Domain_id,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,auctionNumberWithdrawn,daysOnMarket,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
Bungeet,3726,-36.3378842,146.002705,6957,,,,,,,,,,,,,,,,
Bungeet West,3726,-36.3378842,146.002705,6967,,,,,,,,,,,,,,,,
Bunguluke,3527,-36.0005012,143.2611514,6997,,,,,,,,,,,,,,,,
Buninyong,3357,-37.6521937,143.8943543,7017,,,,,,,,,,,,,,,,
Bunyip,3815,-38.0771825,145.7245012,7037,,,,,,,,,,,,,,,,
Bunyip North,3815,-38.0771825,145.7245012,7047,,,,,,,,,,,,,,,,
Burkes Flat,3475,-36.6942531,143.5202874,7077,,,,,,,,,,,,,,,,
Burnbank,3371,-37.2153546,143.6718623,7097,,,,,,,,,,,,,,,,
Burnewang,3558,-36.4802144,144.5875645,7107,,,,,,,,,,,,,,,,
Burnley,3121,-37.8203499,144.9997396,7117,,,,,,,,,,,,,,,,
Burnside,3023,-37.7687064,144.7521888,7137,,,,,,,,,,,,,,,,
Burnside Heights,3023,-37.7687064,144.7521888,48297,,,,,,,,,,,,,,,,
Burramboot,3559,-36.5430106,144.8291259,48307,,,,,,,,,,,,,,,,
Burramine,3730,-36.0520717,145.8913207,7167,,,,,,,,,,,,,,,,
Burramine South,3730,-36.0520717,145.8913207,7177,,,,,,,,,,,,,,,,
Burrowye,3709,-36.0696807,147.6892483,7187,,,,,,,,,,,,,,,,
Burwood,3125,-37.8483275,145.1099967,7237,,,,,,,,,,,,,,,,
Burwood East,3151,-37.8552869,145.1513801,7327,,,,,,,,,,,,,,,,
Bushfield,3281,-38.2466034,142.5532048,7347,,,,,,,,,,,,,,,,
Bushy Park,3860,-37.6951451,146.9661233,7357,,,,,,,,,,,,,,,,
Butchers Ridge,3885,-37.2938907,148.2804541,7367,,,,,,,,,,,,,,,,
Buxton,3711,-37.430404,145.702282,7377,,,,,,,,,,,,,,,,
Byaduk,3301,-37.7255033,141.8945505,7397,,,,,,,,,,,,,,,,
Byaduk North,3300,-37.783845,142.0003599,7407,,,,,,,,,,,,,,,,
Bylands,3762,-37.3564385,144.9721978,7437,,,,,,,,,,,,,,,,
Byrneside,3617,-36.4005389,145.1706992,7447,,,,,,,,,,,,,,,,
Cabarita,3505,-34.189156,141.8100218,7467,,,,,,,,,,,,,,,,
Cabbage Tree Creek,3889,-37.609984,148.8289611,7497,,,,,,,,,,,,,,,,
Cadello,3442,-37.3324774,144.5437205,7507,,,,,,,,,,,,,,,,
Cairnlea,3023,-37.7687064,144.7521888,7527,,,,,,,,,,,,,,,,
Calder Park,3037,-37.6940036,144.7521888,104257,,,,,,,,,,,,,,,,
Caldermeade,3984,-38.3114378,145.5579927,7547,,,,,,,,,,,,,,,,
California Gully,3556,-36.6478425,144.1938221,7567,,,,,,,,,,,,,,,,
Calivil,3573,-36.1663341,144.3904526,7587,,,,,,,,,,,,,,,,
Callawadda,3387,-36.8204775,142.8312661,63677,,,,,,,,,,,,,,,,
Callignee,3844,-38.2728501,146.5840737,7607,,,,,,,,,,,,,,,,
Callignee North,3844,-38.2728501,146.5840737,7627,,,,,,,,,,,,,,,,
Callignee South,3844,-38.2728501,146.5840737,48317,,,,,,,,,,,,,,,,
Calrossie,3971,-38.5613687,146.6065057,7647,,,,,,,,,,,,,,,,
Calulu,3875,-37.6874281,147.5532762,7657,,,,,,,,,,,,,,,,
Cambarville,3779,-37.6356131,146.0696009,52427,,,,,,,,,,,,,,,,
Camberwell,3124,-37.8334095,145.0658766,7677,,,,,,,,,,,,,,,,
Cambrian Hill,3352,-37.7122033,143.8671868,7697,,,,,,,,,,,,,,,,
Campbellfield,3061,-37.665113,144.955677,7717,,,,,,,,,,,,,,,,
Campbells Bridge,3387,-36.8204775,142.8312661,63687,,,,,,,,,,,,,,,,
Campbells Forest,3556,-36.6478425,144.1938221,7777,,,,,,,,,,,,,,,,
Camperdown,3260,-38.1491105,143.1319209,7797,,,,,,,,,,,,,,,,
Canadian,3350,-37.5691087,143.8563224,7817,,,,,,,,,,,,,,,,
Canary Island,3537,-36.0772722,143.6935405,7837,,,,,,,,,,,,,,,,
Caniambo,3630,-36.4615673,145.5579927,7847,,,,,,,,,,,,,,,,
Cann River,3890,-37.5621735,149.1960526,7857,,,,,,,,,,,,,,,,
Cannie,3540,-35.8651458,143.5202874,7867,,,,,,,,,,,,,,,,
Cannons Creek,3977,-38.1347885,145.2811778,7877,,,,,,,,,,,,,,,,
Cannum,3393,-36.2167744,142.4039296,7887,,,,,,,,,,,,,,,,
Canterbury,3126,-37.8245223,145.0741474,7907,,,,,,,,,,,,,,,,
Cape Bridgewater,3305,-38.290126,141.4706543,7917,,,,,,,,,,,,,,,,
Cape Otway,3233,-38.7494709,143.6285244,7957,,,,,,,,,,,,,,,,
Cape Schanck,3939,-38.4218526,144.8951287,7987,,,,,,,,,,,,,,,,
Cape Woolamai,3925,-38.5282425,145.3862638,7997,,,,,,,,,,,,,,,,
Capel Sound,3940,-38.3745297,144.8786231,157177,,,,,,,,,,,,,,,,
Carag Carag,3623,-36.4617737,144.9832134,8027,,,,,,,,,,,,,,,,
Caralulup,3371,-37.2153546,143.6718623,8047,,,,,,,,,,,,,,,,
Caramut,3274,-37.9386771,142.5105224,8057,,,,,,,,,,,,,,,,
Cardinia,3978,-38.140252,145.3807298,8137,,,,,,,,,,,,,,,,
Cardross,3496,-34.3907124,141.4309582,8147,,,,,,,,,,,,,,,,
Cargerie,3334,-37.7625944,144.0630048,8157,,,,,,,,,,,,,,,,
Carina,3512,-35.1673606,141.095836,8167,,,,,,,,,,,,,,,,
Carisbrook,3464,-37.0150311,143.8454596,8187,,,,,,,,,,,,,,,,
Carlisle River,3239,-38.5619202,143.4122052,8197,,,,,,,,,,,,,,,,
Carlsruhe,3442,-37.3324774,144.5437205,8207,,,,,,,,,,,,,,,,
Carlton,3053,-37.798389,144.9694441,8217,,,,,,,,,,,,,,,,
Carlton North,3054,-37.7843702,144.9694441,8247,,,,,,,,,,,,,,,,
Carlyle,3685,-36.0564816,146.4495924,8267,,,,,,,,,,,,,,,,
Carnegie,3163,-37.8950779,145.0548502,8297,,,,,,,,,,,,,,,,
Caroline Springs,3023,-37.7687064,144.7521888,8327,,,,,,,,,,,,,,,,
Carrajung,3844,-38.2728501,146.5840737,8367,,,,,,,,,,,,,,,,
Carrajung Lower,3844,-38.2728501,146.5840737,8397,,,,,,,,,,,,,,,,
Carranballac,3361,-37.7488709,143.3474304,8447,,,,,,,,,,,,,,,,
Carron,3480,-36.3286415,142.9170407,8477,,,,,,,,,,,,,,,,
Carrum,3197,-38.0742262,145.1431018,8497,,,,,,,,,,,,,,,,
Carrum Downs,3201,-38.0975353,145.1706992,8507,,,,,,,,,,,,,,,,
Carwarp,3494,-34.540636,142.1487691,8527,,,,,,,,,,,,,,,,
Cashmore,3305,-38.290126,141.4706543,8537,,,,,,,,,,,,,,,,
Cassilis,3898,-37.022052,147.5079912,8547,,,,,,,,,,,,,,,,
Castella,3777,-37.5848772,145.5136433,8557,,,,,,,,,,,,,,,,
Casterton,3311,-37.5824909,141.2841298,8567,,,,,,,,,,,,,,,,
Castlemaine,3450,-37.0636472,144.2265602,8607,,,,,,,,,,,,,,,,
Catani,3981,-38.1825837,145.5912693,8637,,,,,,,,,,,,,,,,
Cathcart,3377,-37.2971613,142.9170407,8647,,,,,,,,,,,,,,,,
Cathkin,3714,-37.1872994,145.6245586,8657,,,,,,,,,,,,,,,,
Catumnal,3537,-36.0772722,143.6935405,8667,,,,,,,,,,,,,,,,
Caulfield,3162,-37.8932076,145.0217795,8687,,,,,,,,,,,,,,,,
Caulfield East,3145,-37.8763981,145.0548502,8707,,,,,,,,,,,,,,,,
Caulfield North,3161,-37.8712631,145.0190242,8747,,,,,,,,,,,,,,,,
Caulfield South,3162,-37.8932076,145.0217795,8787,,,,,,,,,,,,,,,,
Caveat,3660,-37.0435482,145.2480193,8797,,,,,,,,,,,,,,,,
Cavendish,3314,-37.4235761,142.0639245,8807,,,,,,,,,,,,,,,,
Ceres,3221,-38.1636337,144.1501922,8827,,,,,,,,,,,,,,,,
Chadstone,3148,-37.8819831,145.0989646,8847,,,,,,,,,,,,,,,,
Chandlers Creek,3890,-37.5621735,149.1960526,8857,,,,,,,,,,,,,,,,
Chapple Vale,3239,-38.5619202,143.4122052,8867,,,,,,,,,,,,,,,,
Charam,3318,-37.0613621,141.3050851,8877,,,,,,,,,,,,,,,,
Charlemont,3217,-38.2617284,144.3248554,144567,,,,,,,,,,,,,,,,
Charleroi,3695,-36.3055342,147.1238691,8887,,,,,,,,,,,,,,,,
Charlton,3525,-36.2125211,143.4338092,8897,,,,,,,,,,,,,,,,
Chatsworth,3379,-37.5195066,142.6172766,8917,,,,,,,,,,,,,,,,
Chelsea,3196,-38.048116,145.1210303,8927,,,,,,,,,,,,,,,,
Chelsea Heights,3196,-38.048116,145.1210303,8937,,,,,,,,,,,,,,,,
Cheltenham,3192,-37.964155,145.0658766,8967,,,,,,,,,,,,,,,,
Chepstowe,3351,-37.6978029,143.0029169,8987,,,,,,,,,,,,,,,,
Cherokee,3434,-37.3550485,144.7192376,8997,,,,,,,,,,,,,,,,
Chesney Vale,3725,-36.4002774,145.958135,9027,,,,,,,,,,,,,,,,
Chewton,3451,-37.0991896,144.1938221,9047,,,,,,,,,,,,,,,,
Chewton Bushlands,3451,-37.0991896,144.1938221,9057,,,,,,,,,,,,,,,,
Childers,3824,-38.2177192,146.1812023,9067,,,,,,,,,,,,,,,,
Chillingollah,3585,-35.4094202,143.5202874,9077,,,,,,,,,,,,,,,,
Chiltern,3683,-36.1761422,146.5840737,9087,,,,,,,,,,,,,,,,
Chiltern Valley,3683,-36.1761422,146.5840737,9097,,,,,,,,,,,,,,,,
Chinangin,3544,-35.4401221,143.1749726,9107,,,,,,,,,,,,,,,,
Chinkapook,3546,-35.0979662,142.9599661,9117,,,,,,,,,,,,,,,,
Chintin,3756,-37.4071549,144.9832134,9127,,,,,,,,,,,,,,,,
Chirnside Park,3116,-37.7373267,145.3088196,9137,,,,,,,,,,,,,,,,
Chocolyn,3260,-38.1491105,143.1319209,9157,,,,,,,,,,,,,,,,
Christmas Hills,3775,-37.6158673,145.3807298,9167,,,,,,,,,,,,,,,,
Chum Creek,3777,-37.5848772,145.5136433,9187,,,,,,,,,,,,,,,,
Churchill,3842,-38.3219988,146.4160017,9197,,,,,,,,,,,,,,,,
Churchill Island,3925,-38.5282425,145.3862638,51837,,,,,,,,,,,,,,,,
Chute,3373,-37.4528631,143.3474304,9217,,,,,,,,,,,,,,,,
Clarinda,3169,-37.9454838,145.1210303,9257,,,,,,,,,,,,,,,,
Clarkefield,3430,-37.497542,144.8071366,9267,,,,,,,,,,,,,,,,
Clayton,3168,-37.9211962,145.1320653,9327,,,,,,,,,,,,,,,,
Clayton,3800,-37.9104511,145.1348243,9327,,,,,,,,,,,,,,,,
Clayton South,3169,-37.9454838,145.1210303,9367,,,,,,,,,,,,,,,,
Clear Lake,3409,-36.8127092,141.8100218,9387,,,,,,,,,,,,,,,,
Clematis,3782,-37.9137981,145.4582381,9397,,,,,,,,,,,,,,,,
Clifton Hill,3068,-37.7885749,144.9887218,9437,,,,,,,,,,,,,,,,
Clifton Springs,3222,-38.2049453,144.5875645,9447,,,,,,,,,,,,,,,,
Clonbinane,3658,-37.2372916,145.093449,9457,,,,,,,,,,,,,,,,
Clover Flat,3315,-37.4420537,141.7255991,9467,,,,,,,,,,,,,,,,
Cloverlea,3822,-38.1797383,146.0361469,9477,,,,,,,,,,,,,,,,
Club Terrace,3889,-37.609984,148.8289611,9487,,,,,,,,,,,,,,,,
Clunes,3370,-37.261355,143.8020236,9507,,,,,,,,,,,,,,,,
Clyde,3978,-38.140252,145.3807298,9517,,,,,,,,,,,,,,,,
Clyde North,3978,-38.140252,145.3807298,9527,,,,,,,,,,,,,,,,
Cobaw,3442,-37.3324774,144.5437205,9597,,,,,,,,,,,,,,,,
Cobbannah,3862,-37.4228208,147.1915504,9607,,,,,,,,,,,,,,,,
Cobberas,3900,-36.9009009,147.8708157,51987,,,,,,,,,,,,,,,,
Cobden,3266,-38.3948462,143.1534436,9617,,,,,,,,,,,,,,,,
Cobrico,3266,-38.3948462,143.1534436,9667,,,,,,,,,,,,,,,,
Cobungra,3898,-37.022052,147.5079912,9677,,,,,,,,,,,,,,,,
Coburg,3058,-37.7343488,144.9666905,9707,,,,,,,,,,,,,,,,
Coburg North,3058,-37.7343488,144.9666905,9727,,,,,,,,,,,,,,,,
Cocamba,3546,-35.0979662,142.9599661,9747,,,,,,,,,,,,,,,,
Cochranes Creek,3475,-36.6942531,143.5202874,9767,,,,,,,,,,,,,,,,
Cockatoo,3781,-37.9473069,145.5025595,9777,,,,,,,,,,,,,,,,
Cocoroc,3030,-37.938058,144.6753231,9797,,,,,,,,,,,,,,,,
Codrington,3285,-38.2498873,141.9822579,9807,,,,,,,,,,,,,,,,
Coghills Creek,3364,-37.3708363,143.9541563,9817,,,,,,,,,,,,,,,,
Cohuna,3568,-35.8021206,144.215646,9827,,,,,,,,,,,,,,,,
Coimadai,3340,-37.7356162,144.4123303,9847,,,,,,,,,,,,,,,,
Cokum,3542,-35.6565961,143.4122052,9857,,,,,,,,,,,,,,,,
Colac,3250,-38.3313559,143.5852111,9867,,,,,,,,,,,,,,,,
Colac Colac,3707,-36.4104992,147.9162555,9877,,,,,,,,,,,,,,,,
Colac East,3250,-38.3313559,143.5852111,9887,,,,,,,,,,,,,,,,
Colac West,3250,-38.3313559,143.5852111,9897,,,,,,,,,,,,,,,,
Colbinabbin,3559,-36.5430106,144.8291259,9907,,,,,,,,,,,,,,,,
Colbrook,3342,-37.6114047,144.215646,9937,,,,,,,,,,,,,,,,
Coldstream,3770,-37.7057909,145.4250118,9947,,,,,,,,,,,,,,,,
Colignan,3494,-34.540636,142.1487691,9967,,,,,,,,,,,,,,,,
Collingwood,3066,-37.8009595,144.9873447,9987,,,,,,,,,,,,,,,,
Combienbar,3889,-37.609984,148.8289611,9997,,,,,,,,,,,,,,,,
Concongella,3384,-36.9882754,143.0888943,63717,,,,,,,,,,,,,,,,
Condah,3303,-37.9603082,141.5570726,10027,,,,,,,,,,,,,,,,
Condah Swamp,3286,-38.0490245,141.9791849,10037,,,,,,,,,,,,,,,,
Congupna,3633,-36.2927129,145.480396,10057,,,,,,,,,,,,,,,,
Connewarre,3227,-38.2498059,144.4232713,10077,,,,,,,,,,,,,,,,
Connewirricoo,3318,-37.0613621,141.3050851,10087,,,,,,,,,,,,,,,,
Coojar,3315,-37.4420537,141.7255991,10097,,,,,,,,,,,,,,,,
Coolaroo,3048,-37.6539007,144.9226452,10107,,,,,,,,,,,,,,,,
Cooma,3616,-36.4591947,145.2038278,10117,,,,,,,,,,,,,,,,
Coomboona,3629,-36.2976747,145.2922335,10127,,,,,,,,,,,,,,,,
Coongulla,3860,-37.6951451,146.9661233,10157,,,,,,,,,,,,,,,,
Coonooer Bridge,3477,-36.7208653,143.1749726,63727,,,,,,,,,,,,,,,,
Coonooer West,3477,-36.7208653,143.1749726,63737,,,,,,,,,,,,,,,,
Cora Lynn,3814,-38.0999051,145.6800684,10227,,,,,,,,,,,,,,,,
Corack,3480,-36.3286415,142.9170407,10237,,,,,,,,,,,,,,,,
Corack East,3480,-36.3286415,142.9170407,10247,,,,,,,,,,,,,,,,
Coragulac,3249,-38.36853,143.4338092,10267,,,,,,,,,,,,,,,,
Corinella,3984,-38.3114378,145.5579927,10297,,,,,,,,,,,,,,,,
Corio,3214,-38.0788809,144.3576473,10317,,,,,,,,,,,,,,,,
Corndale,3311,-37.5824909,141.2841298,10327,,,,,,,,,,,,,,,,
Cornishtown,3683,-36.1761422,146.5840737,10357,,,,,,,,,,,,,,,,
Coronet Bay,3984,-38.3114378,145.5579927,10377,,,,,,,,,,,,,,,,
Corop,3559,-36.5430106,144.8291259,10387,,,,,,,,,,,,,,,,
Cororooke,3254,-38.2962142,143.5256956,10397,,,,,,,,,,,,,,,,
Corryong,3707,-36.4104992,147.9162555,10427,,,,,,,,,,,,,,,,
Cosgrove,3631,-36.4324574,145.4693163,10447,,,,,,,,,,,,,,,,
Cosgrove South,3631,-36.4324574,145.4693163,10457,,,,,,,,,,,,,,,,
Costerfield,3523,-36.8919051,144.7412036,10467,,,,,,,,,,,,,,,,
Cottles Bridge,3099,-37.5885255,145.2148736,10487,,,,,,,,,,,,,,,,
Cowa,3862,-37.4228208,147.1915504,52437,,,,,,,,,,,,,,,,
Cowangie,3506,-35.1766811,141.3679914,10507,,,,,,,,,,,,,,,,
Cowes,3922,-38.4898703,145.2038278,10517,,,,,,,,,,,,,,,,
Cowleys Creek,3268,-38.4984954,142.9385002,10547,,,,,,,,,,,,,,,,
Cowwarr,3857,-38.0132354,146.6850587,10567,,,,,,,,,,,,,,,,
Craigieburn,3064,-37.5424079,144.9391595,10597,,,,,,,,,,,,,,,,
Cranbourne,3977,-38.1347885,145.2811778,10627,,,,,,,,,,,,,,,,
Cranbourne East,3977,-38.1347885,145.2811778,10647,,,,,,,,,,,,,,,,
Cranbourne North,3977,-38.1347885,145.2811778,10657,,,,,,,,,,,,,,,,
Cranbourne South,3977,-38.1347885,145.2811778,10677,,,,,,,,,,,,,,,,
Creek Junction,3669,-36.6078959,145.7133909,10707,,,,,,,,,,,,,,,,
Creightons Creek,3666,-36.7549385,145.5801757,10727,,,,,,,,,,,,,,,,
Cremorne,3121,-37.8203499,144.9997396,10737,,,,,,,,,,,,,,,,
Cressy,3322,-38.0526438,143.6285244,10747,,,,,,,,,,,,,,,,
Creswick,3363,-37.409312,143.8780526,10767,,,,,,,,,,,,,,,,
Creswick North,3363,-37.409312,143.8780526,10777,,,,,,,,,,,,,,,,
Crib Point,3919,-38.3534427,145.1983055,10797,,,,,,,,,,,,,,,,
Crooked River,3862,-37.4228208,147.1915504,10807,,,,,,,,,,,,,,,,
Crossley,3283,-38.2179522,142.2337184,10827,,,,,,,,,,,,,,,,
Crossover,3821,-38.0844084,146.002705,10837,,,,,,,,,,,,,,,,
Croydon,3136,-37.7983502,145.2811778,10867,,,,,,,,,,,,,,,,
Croydon Hills,3136,-37.7983502,145.2811778,10877,,,,,,,,,,,,,,,,
Croydon North,3136,-37.7983502,145.2811778,10887,,,,,,,,,,,,,,,,
Croydon South,3136,-37.7983502,145.2811778,10897,,,,,,,,,,,,,,,,
Crymelon,3393,-36.2167744,142.4039296,10917,,,,,,,,,,,,,,,,
Cudgee,3265,-38.2633053,142.7455935,10927,,,,,,,,,,,,,,,,
Cudgewa,3705,-36.1622621,147.8026919,10937,,,,,,,,,,,,,,,,
Culgoa,3530,-35.7166782,143.1534436,10947,,,,,,,,,,,,,,,,
Culla,3315,-37.4420537,141.7255991,10957,,,,,,,,,,,,,,,,
Cullen,3568,-35.8021206,144.215646,10967,,,,,,,,,,,,,,,,
Cullulleraine,3496,-34.3907124,141.4309582,10977,,,,,,,,,,,,,,,,
Cundare,3251,-38.1418099,143.6718623,10987,,,,,,,,,,,,,,,,
Cundare North,3251,-38.1418099,143.6718623,10997,,,,,,,,,,,,,,,,
Curdievale,3268,-38.4984954,142.9385002,48327,,,,,,,,,,,,,,,,
Curlewis,3222,-38.2049453,144.5875645,11027,,,,,,,,,,,,,,,,
Curyo,3483,-35.9221523,142.8312661,11037,,,,,,,,,,,,,,,,
Dadswells Bridge,3385,-36.9066682,142.6600232,11047,,,,,,,,,,,,,,,,
Daisy Hill,3465,-37.0550295,143.6935405,11057,,,,,,,,,,,,,,,,
Dales Creek,3341,-37.5934691,144.3248554,11067,,,,,,,,,,,,,,,,
Dallas,3047,-37.6763574,144.9336544,11087,,,,,,,,,,,,,,,,
Dalmore,3981,-38.1825837,145.5912693,11097,,,,,,,,,,,,,,,,
Daltons Bridge,3568,-35.8021206,144.215646,11107,,,,,,,,,,,,,,,,
Dalyston,3992,-38.5123976,145.6023644,11127,,,,,,,,,,,,,,,,
Dandenong,3175,-38.0191689,145.2148736,11157,,,,,,,,,,,,,,,,
Dandenong North,3175,-38.0191689,145.2148736,11187,,,,,,,,,,,,,,,,
Dandenong South,3175,-38.0191689,145.2148736,11207,,,,,,,,,,,,,,,,
Dargo,3862,-37.4228208,147.1915504,11257,,,,,,,,,,,,,,,,
Darlimurla,3871,-38.4049813,146.1812023,11287,,,,,,,,,,,,,,,,
Darlington,3271,-37.9185598,143.0029169,11307,,,,,,,,,,,,,,,,
Darnum,3822,-38.1797383,146.0361469,11317,,,,,,,,,,,,,,,,
Darraweit Guim,3756,-37.4071549,144.9832134,11327,,,,,,,,,,,,,,,,
Daylesford,3460,-37.3405241,144.1610974,11407,,,,,,,,,,,,,,,,
Dean,3363,-37.409312,143.8780526,48337,,,,,,,,,,,,,,,,
Deans Marsh,3235,-38.455233,143.9324048,11437,,,,,,,,,,,,,,,,
Deep Lead,3385,-36.9066682,142.6600232,63757,,,,,,,,,,,,,,,,
Deepdene,3103,-37.8090918,145.0769045,11487,,,,,,,,,,,,,,,,
Deer Park,3023,-37.7687064,144.7521888,11507,,,,,,,,,,,,,,,,
Delacombe,3356,-37.5881949,143.8183092,11537,,,,,,,,,,,,,,,,
Delahey,3037,-37.6940036,144.7521888,11547,,,,,,,,,,,,,,,,
Delburn,3871,-38.4049813,146.1812023,11567,,,,,,,,,,,,,,,,
Dennington,3280,-38.3603292,142.4678659,11637,,,,,,,,,,,,,,,,
Derby,3516,-36.6251143,144.0194472,11667,,,,,,,,,,,,,,,,
Derrimut,3030,-37.938058,144.6753231,161087,,,,,,,,,,,,,,,,
Derrinal,3523,-36.8919051,144.7412036,11717,,,,,,,,,,,,,,,,
Derrinallum,3325,-37.9076784,143.1749726,11737,,,,,,,,,,,,,,,,
Devenish,3726,-36.3378842,146.002705,11757,,,,,,,,,,,,,,,,
Devils River,3714,-37.1872994,145.6245586,11777,,,,,,,,,,,,,,,,
Devon Meadows,3977,-38.1347885,145.2811778,11787,,,,,,,,,,,,,,,,
Dewhurst,3808,-37.999986,145.4360858,11827,,,,,,,,,,,,,,,,
Dhurringile,3610,-36.5881288,145.2480193,11857,,,,,,,,,,,,,,,,
Diamond Creek,3089,-37.6666174,145.1541397,11867,,,,,,,,,,,,,,,,
Digby,3309,-37.7888212,141.5360368,11887,,,,,,,,,,,,,,,,
Diggers Rest,3427,-37.6153848,144.6862995,11897,,,,,,,,,,,,,,,,
Diggora,3561,-36.3317046,144.6533747,11907,,,,,,,,,,,,,,,,
Dimboola,3414,-36.314886,142.0639245,11927,,,,,,,,,,,,,,,,
Dingee,3571,-36.3797092,144.1283863,11947,,,,,,,,,,,,,,,,
Dingley Village,3172,-37.9772192,145.1320653,11977,,,,,,,,,,,,,,,,
Dinner Plain,3898,-37.022052,147.5079912,12007,,,,,,,,,,,,,,,,
Dixons Creek,3775,-37.6158673,145.3807298,12047,,,,,,,,,,,,,,,,
Docklands,3005,-37.8227336,144.9525797,12117,,,,,,,,,,,,,,,,
Docklands,3008,-37.8170652,144.9419122,12117,,,,,,,,,,,,,,,,
Doctors Flat,3895,-37.3755587,147.848103,12127,,,,,,,,,,,,,,,,
Dollar,3871,-38.4049813,146.1812023,12137,,,,,,,,,,,,,,,,
Don Valley,3139,-37.8251456,145.5579927,12147,,,,,,,,,,,,,,,,
Donald,3480,-36.3286415,142.9170407,12157,,,,,,,,,,,,,,,,
Doncaster,3108,-37.7865824,145.1210303,12177,,,,,,,,,,,,,,,,
Doncaster East,3109,-37.7883929,145.1541397,12227,,,,,,,,,,,,,,,,
Donnybrook,3064,-37.5424079,144.9391595,12237,,,,,,,,,,,,,,,,
Donvale,3111,-37.7901921,145.1872619,12247,,,,,,,,,,,,,,,,
Dooboobetic,3478,-37.0021242,143.2827118,12257,,,,,,,,,,,,,,,,
Dookie,3646,-36.2251044,145.7133909,12277,,,,,,,,,,,,,,,,
Dookie College,3647,-36.3969441,145.6967281,12287,,,,,,,,,,,,,,,,
Doreen,3754,-37.5963626,145.1265477,12307,,,,,,,,,,,,,,,,
Double Bridges,3893,-37.4768667,147.8026919,12337,,,,,,,,,,,,,,,,
Douglas,3409,-36.8127092,141.8100218,12357,,,,,,,,,,,,,,,,
Doveton,3177,-37.9957951,145.2424941,12367,,,,,,,,,,,,,,,,
Dreeite South,3249,-38.36853,143.4338092,12407,,,,,,,,,,,,,,,,
Driffield,3840,-38.2671612,146.4495924,12417,,,,,,,,,,,,,,,,
Drik Drik,3304,-37.9678788,141.3889736,12427,,,,,,,,,,,,,,,,
Dromana,3936,-38.3352183,144.9942305,12437,,,,,,,,,,,,,,,,
Dropmore,3660,-37.0435482,145.2480193,12467,,,,,,,,,,,,,,,,
Drouin,3818,-38.1155251,145.8690603,12477,,,,,,,,,,,,,,,,
Drouin East,3818,-38.1155251,145.8690603,12497,,,,,,,,,,,,,,,,
Drouin South,3818,-38.1155251,145.8690603,12507,,,,,,,,,,,,,,,,
Drouin West,3818,-38.1155251,145.8690603,12517,,,,,,,,,,,,,,,,
Drumanure,3636,-36.102425,145.5136433,12527,,,,,,,,,,,,,,,,
Drumborg,3304,-37.9678788,141.3889736,12537,,,,,,,,,,,,,,,,
Drumcondra,3215,-38.1083132,144.3357845,12557,,,,,,,,,,,,,,,,
Drummartin,3570,-36.469814,144.3904526,12567,,,,,,,,,,,,,,,,
Drummond,3461,-37.286475,144.1938221,12587,,,,,,,,,,,,,,,,
Drummond North,3446,-37.1840298,144.3576473,12597,,,,,,,,,,,,,,,,
Dry Diggings,3461,-37.286475,144.1938221,12647,,,,,,,,,,,,,,,,
Drysdale,3222,-38.2049453,144.5875645,12657,,,,,,,,,,,,,,,,
Duchembegarra,3409,-36.8127092,141.8100218,12667,,,,,,,,,,,,,,,,
Dumbalk,3956,-38.675332,145.8690603,12727,,,,,,,,,,,,,,,,
Dumbalk North,3956,-38.675332,145.8690603,12747,,,,,,,,,,,,,,,,
Dunach,3371,-37.2153546,143.6718623,12767,,,,,,,,,,,,,,,,
Dundonnell,3271,-37.9185598,143.0029169,12787,,,,,,,,,,,,,,,,
Dunkeld,3294,-37.6658132,142.318772,12797,,,,,,,,,,,,,,,,
Dunluce,3472,-36.8747643,143.6068646,12807,,,,,,,,,,,,,,,,
Dunneworthy,3377,-37.2971613,142.9170407,12827,,,,,,,,,,,,,,,,
Dunolly,3472,-36.8747643,143.6068646,12857,,,,,,,,,,,,,,,,
Durdidwarrah,3342,-37.6114047,144.215646,12877,,,,,,,,,,,,,,,,
Durham Lead,3352,-37.7122033,143.8671868,12887,,,,,,,,,,,,,,,,
Durham Ox,3576,-36.1415403,143.9324048,12907,,,,,,,,,,,,,,,,
Dutson,3851,-38.2064012,147.1464245,12927,,,,,,,,,,,,,,,,
Dutson Downs,3851,-38.2064012,147.1464245,12937,,,,,,,,,,,,,,,,
Dutton Way,3305,-38.290126,141.4706543,12947,,,,,,,,,,,,,,,,
Duverney,3323,-38.0061194,143.4986586,12957,,,,,,,,,,,,,,,,
Eagle Point,3878,-37.9067566,147.6779106,12987,,,,,,,,,,,,,,,,
Eaglehawk,3556,-36.6478425,144.1938221,13007,,,,,,,,,,,,,,,,
Eaglehawk North,3556,-36.6478425,144.1938221,13017,,,,,,,,,,,,,,,,
Eaglemont,3084,-37.7436031,145.0769045,13037,,,,,,,,,,,,,,,,
Earlston,3669,-36.6078959,145.7133909,13047,,,,,,,,,,,,,,,,
East Bairnsdale,3875,-37.6874281,147.5532762,13067,,,,,,,,,,,,,,,,
